Date: 12/2/2016  1:17:15	Time [min] 		 Count update 		 Total Count 	 Minute Update time 1 [minutes]
				2 			 3 			 9
				3 			 8 			 17
				4 			 3 			 20
				5 			 2 			 22
				6 			 3 			 25
				7 			 5 			 30
				8 			 3 			 33
				9 			 3 			 36
				10 			 5 			 41
				11 			 6 			 47
				12 			 1 			 48
				13 			 4 			 52
				14 			 3 			 55
				15 			 9 			 64
				16 			 10 			 74
				17 			 5 			 79
				18 			 4 			 83
				19 			 7 			 90
				20 			 10 			 100
				21 			 2 			 102
				22 			 4 			 106
				23 			 7 			 113
				24 			 6 			 119
				25 			 1 			 120
				26 			 5 			 125
				27 			 7 			 132
				28 			 6 			 138
				29 			 3 			 141
				30 			 5 			 146
				31 			 6 			 152
				32 			 5 			 157
				33 			 7 			 164
				34 			 5 			 169
				35 			 4 			 173
				36 			 5 			 178
				37 			 8 			 186
				38 			 4 			 190
				39 			 1 			 191
				40 			 8 			 199
				41 			 3 			 202
				42 			 1 			 203
				43 			 2 			 205
				44 			 0 			 205
				45 			 5 			 210
				46 			 1 			 211
				47 			 2 			 213
				48 			 1 			 214
				49 			 1 			 215
				50 			 0 			 215
				51 			 0 			 215
				52 			 0 			 215
				53 			 0 			 215
				54 			 0 			 215
				55 			 0 			 215
				56 			 0 			 215
				57 			 7 			 222
				58 			 13 			 235
				59 			 14 			 249
				60 			 12 			 261
				61 			 15 			 276
				62 			 9 			 285
				63 			 9 			 294
				64 			 15 			 309
				65 			 15 			 324
				66 			 8 			 332
				67 			 17 			 349
				68 			 14 			 363
				69 			 10 			 373
				177 			 3 			 376
				177 			 0 			 376
				177 			 0 			 376
				177 			 0 			 376
				177 			 0 			 376
				177 			 0 			 376
				177 			 0 			 376
				177 			 0 			 376
				177 			 0 			 376
				177 			 0 			 376
				177 			 0 			 376
				177 			 0 			 376
				177 			 0 			 376
				177 			 1 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 0 			 377
				177 			 1 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 0 			 378
				177 			 1 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 0 			 379
				177 			 1 			 380
				177 			 0 			 380
				177 			 0 			 380
				177 			 0 			 380
				177 			 0 			 380
				177 			 0 			 380
				177 			 0 			 380
				177 			 0 			 380
				177 			 0 			 380
				177 			 0 			 380
				177 			 0 			 380
				177 			 0 			 380
				177 			 0 			 380
				177 			 0 			 380
				177 			 1 			 381
				177 			 0 			 381
				177 			 0 			 381
				177 			 0 			 381
				177 			 0 			 381
				177 			 0 			 381
				177 			 0 			 381
				177 			 0 			 381
				177 			 1 			 382
				177 			 0 			 382
				177 			 0 			 382
				177 			 0 			 382
				177 			 0 			 382
				177 			 0 			 382
				177 			 0 			 382
				177 			 0 			 382
				177 			 0 			 382
				177 			 1 			 383
				177 			 0 			 383
				177 			 0 			 383
				177 			 0 			 383
				177 			 0 			 383
				178 			 1 			 384
				179 			 11 			 395
				180 			 8 			 403
				181 			 5 			 408
				182 			 7 			 415
				183 			 5 			 420
				184 			 2 			 422
				185 			 4 			 426
				186 			 3 			 429
				187 			 6 			 435
				188 			 2 			 437
				189 			 3 			 440
				190 			 1 			 441
				191 			 3 			 444
				192 			 4 			 448
				193 			 8 			 456
				194 			 4 			 460
				195 			 6 			 466
				196 			 6 			 472
				197 			 4 			 476
				198 			 5 			 481
				199 			 11 			 492
				200 			 12 			 504
				201 			 10 			 514
				202 			 7 			 521
				203 			 9 			 530
				204 			 4 			 534
				205 			 7 			 541
				206 			 14 			 555
				207 			 2 			 557
				208 			 4 			 561
				209 			 5 			 566
				210 			 5 			 571
				211 			 11 			 582
				212 			 6 			 588
				213 			 6 			 594
				214 			 2 			 596
				215 			 5 			 601
				216 			 9 			 610
				217 			 6 			 616
				218 			 6 			 622
				219 			 5 			 627
				220 			 5 			 632
				221 			 2 			 634
				222 			 2 			 636
				223 			 5 			 641
				224 			 5 			 646
				225 			 2 			 648
				226 			 6 			 654
				227 			 4 			 658
				228 			 7 			 665
				229 			 8 			 673
				230 			 5 			 678
				231 			 3 			 681
				232 			 3 			 684
				233 			 2 			 686
				234 			 1 			 687
				235 			 2 			 689
				236 			 2 			 691
				237 			 1 			 692
				238 			 4 			 696
				239 			 7 			 703
				240 			 4 			 707
				241 			 6 			 713
				242 			 5 			 718
				243 			 7 			 725
				244 			 0 			 725
				245 			 2 			 727
				246 			 5 			 732
				247 			 9 			 741
				248 			 10 			 751
				249 			 11 			 762
				250 			 10 			 772
				251 			 10 			 782
				252 			 7 			 789
				253 			 2 			 791
				254 			 0 			 791
				255 			 8 			 799
				256 			 10 			 809
				257 			 9 			 818
				258 			 10 			 828
				259 			 7 			 835
				260 			 5 			 840
				261 			 9 			 849
				262 			 6 			 855
				263 			 5 			 860
				264 			 13 			 873
				265 			 9 			 882
				266 			 15 			 897
				267 			 13 			 910
				268 			 11 			 921
				269 			 14 			 935
				270 			 13 			 948
				271 			 7 			 955
				272 			 9 			 964
				273 			 13 			 977
				274 			 8 			 985
				275 			 8 			 993
				276 			 4 			 997
				277 			 6 			 1003
				278 			 16 			 1019
				279 			 14 			 1033
				280 			 10 			 1043
				281 			 15 			 1058
				282 			 9 			 1067
				283 			 13 			 1080
				284 			 8 			 1088
				285 			 14 			 1102
				286 			 6 			 1108
				287 			 4 			 1112
				288 			 8 			 1120
				289 			 2 			 1122
				290 			 3 			 1125
				291 			 2 			 1127
				292 			 9 			 1136
				293 			 5 			 1141
				294 			 4 			 1145
				295 			 16 			 1161
				296 			 7 			 1168
				297 			 0 			 1168
				298 			 0 			 1168
				299 			 0 			 1168
				300 			 0 			 1168
				301 			 0 			 1168
				302 			 0 			 1168
				303 			 0 			 1168
				304 			 0 			 1168
				305 			 0 			 1168
				306 			 0 			 1168
				307 			 0 			 1168
				308 			 0 			 1168
				309 			 0 			 1168
				310 			 0 			 1168
				311 			 0 			 1168
				312 			 0 			 1168
				313 			 0 			 1168
				314 			 0 			 1168
				315 			 0 			 1168
				316 			 0 			 1168
				317 			 0 			 1168
				318 			 0 			 1168
				319 			 10 			 1178
				320 			 11 			 1189
				321 			 10 			 1199
				322 			 9 			 1208
				323 			 8 			 1216
				324 			 11 			 1227
				325 			 10 			 1237
				326 			 1 			 1238
				327 			 6 			 1244
				328 			 6 			 1250
				329 			 9 			 1259
				330 			 3 			 1262
				331 			 0 			 1262
				332 			 0 			 1262
				333 			 0 			 1262
				334 			 0 			 1262
				335 			 0 			 1262
				336 			 0 			 1262
				337 			 0 			 1262
				338 			 0 			 1262
				339 			 0 			 1262
				340 			 0 			 1262
				341 			 0 			 1262
				342 			 0 			 1262
				343 			 0 			 1262
				344 			 0 			 1262
				345 			 0 			 1262
				346 			 1 			 1263
				347 			 0 			 1263
				348 			 0 			 1263
				349 			 0 			 1263
				350 			 0 			 1263
				351 			 0 			 1263
				352 			 0 			 1263
				353 			 0 			 1263
				354 			 0 			 1263
				355 			 0 			 1263
				356 			 0 			 1263
				357 			 0 			 1263
				358 			 0 			 1263
				359 			 0 			 1263
				360 			 0 			 1263
				361 			 0 			 1263
				362 			 0 			 1263
				363 			 13 			 1276
				364 			 16 			 1292
				365 			 9 			 1301
				366 			 12 			 1313
				367 			 12 			 1325
				368 			 9 			 1334
				369 			 13 			 1347
				370 			 11 			 1358
				371 			 13 			 1371
				372 			 9 			 1380
				373 			 5 			 1385
				374 			 14 			 1399
				375 			 5 			 1404
				376 			 2 			 1406
				377 			 7 			 1413
				378 			 4 			 1417
				379 			 6 			 1423
				380 			 5 			 1428
				381 			 6 			 1434
				382 			 6 			 1440
				383 			 7 			 1447
				384 			 5 			 1452
				385 			 4 			 1456
				386 			 3 			 1459
				387 			 4 			 1463
				388 			 0 			 1463
				389 			 0 			 1463
				390 			 0 			 1463
				391 			 0 			 1463
				392 			 0 			 1463
				393 			 0 			 1463
				394 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				420 			 0 			 1463
				421 			 0 			 1463
				422 			 0 			 1463
				423 			 2 			 1465
				424 			 6 			 1471
				425 			 3 			 1474
				426 			 9 			 1483
				427 			 4 			 1487
				428 			 9 			 1496
				429 			 8 			 1504
				430 			 10 			 1514
				431 			 6 			 1520
Date: 12/2/2016  9:17:16	Time [min] 		 Count update 		 Total Count 	 Minute Update time 1 [minutes]
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7724 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
				7725 			 0 			 0
Date: 12/2/2016  9:17:16	Time [min] 		 Count update 		 Total Count 	 Minute Update time 1 [minutes]
